year,kilometers_driven,fuel_type,transmission,owner_type,mileage,engine,power,seats,price
2008,128813,0,1,3,19.09,1396.0,69.0,5.0,1682.5574873808187
2016,46522,0,1,3,24.0,1120.0,70.0,5.0,5047.672462142456
2006,89326,0,1,1,17.8,1399.0,68.0,5.0,1738.6427369601793
2016,54000,0,1,3,19.87,1461.0,83.8,5.0,7291.082445316882
2012,95000,0,0,2,18.48,1995.0,190.0,5.0,20190.689848569826
2015,66337,0,1,3,24.0,1120.0,70.0,5.0,5563.656758272574
2012,60000,1,1,3,19.4,1198.0,86.8,5.0,3645.541222658441
2010,38001,1,0,3,12.3,1781.0,163.2,5.0,9534.492428491307
2014,73000,1,1,2,24.7,796.0,47.3,5.0,3084.6887268648343
2011,61000,1,1,2,16.2,1599.0,103.2,5.0,3813.7969713965226
2013,120000,0,1,3,20.77,1248.0,88.8,7.0,7851.934941110488
2012,71787,1,1,3,12.9,1598.0,102.5,5.0,3600.673022994952
2016,11554,0,1,3,19.67,1582.0,126.2,5.0,15984.296130117778
2014,90000,0,1,3,20.34,1498.0,103.2,5.0,7291.082445316882
2014,48104,1,1,3,17.4,1497.0,117.3,5.0,6158.160403813797
2005,91000,1,1,1,16.8,1341.0,83.0,5.0,897.36399326977
2015,33931,1,0,2,18.9,1197.0,82.0,5.0,6629.276500280426
2019,13916,1,1,3,18.9,1197.0,81.86,5.0,7223.780145821648
2015,14000,1,1,3,18.9,1197.0,82.0,5.0,5159.842961301177
2016,17560,1,1,3,18.6,1197.0,81.83,5.0,8087.492989343802
2016,60000,0,1,3,19.87,1461.0,83.8,5.0,8973.6399326977
2009,88096,0,1,2,19.3,1248.0,73.9,5.0,3925.967470555244
2015,19963,1,1,2,25.4,624.0,37.5,4.0,1951.7666853617498
2019,1000,1,1,3,18.12,1196.0,86.8,5.0,7627.593942793045
2017,8000,1,1,3,18.6,1197.0,81.83,5.0,8412.787436904093
2016,9200,1,1,3,15.4,1497.0,117.3,7.0,8973.6399326977
2015,29000,0,1,3,27.4,1498.0,98.6,5.0,6719.012899607403
2017,27000,0,1,3,19.67,1582.0,126.2,5.0,14469.994391475042
2018,22900,1,1,3,21.4,1197.0,83.1,5.0,7851.934941110488
2014,50000,0,0,3,14.16,1968.0,174.3,5.0,39259.67470555244
2015,60207,0,1,3,25.8,1498.0,98.6,5.0,6169.377453729669
2010,101119,0,0,3,11.0,2993.0,235.0,5.0,20706.674144699944
2010,42000,1,1,3,15.6,1196.0,70.0,5.0,2692.09197980931
2002,93000,1,1,1,18.9,998.0,67.1,5.0,1121.7049915872126
2012,60000,1,1,2,19.81,1086.0,68.05,5.0,2972.518227706113
2015,66122,0,0,3,21.66,1498.0,103.52,5.0,6685.361749859787
2015,25100,0,0,3,17.85,2967.0,300.0,4.0,84127.87436904093
2017,24733,1,0,3,15.04,1991.0,183.0,5.0,30454.29052159282
2008,41000,1,0,2,10.4,2773.0,201.0,5.0,11777.902411665731
2015,30000,1,1,3,20.73,1373.0,91.1,5.0,7515.423443634324
2013,36000,0,1,3,22.7,1498.0,89.84,5.0,5496.354458777342
2017,40279,0,1,3,16.5,1493.0,70.0,7.0,8973.6399326977
2018,46805,1,1,3,24.07,998.0,67.1,5.0,4071.7891194615813
2015,60000,1,1,3,17.5,1197.0,85.8,5.0,5384.18395961862
2017,100000,1,1,3,17.57,1193.0,88.7,5.0,4767.246214245653
2014,32986,1,1,3,16.1,1248.0,74.0,5.0,4756.0291643297805
2018,51530,0,0,3,10.91,3198.0,197.2,7.0,33954.01009534492
2013,81456,0,1,3,15.8,2148.0,170.0,5.0,15984.296130117778
2012,37229,1,0,3,16.95,1197.0,78.9,5.0,3825.0140213123946
2009,73200,1,1,3,17.0,1497.0,118.0,5.0,3118.3398766124506
2015,71826,0,0,3,19.3,1968.0,141.0,5.0,17386.427369601795
2017,129000,0,1,3,25.0,1396.0,69.0,5.0,3365.1149747616373
2012,82000,1,1,3,18.9,998.0,67.1,5.0,2579.9214806505884
2017,40459,0,1,3,19.67,1582.0,126.2,5.0,14896.242288278181
2009,61964,1,1,3,19.0,998.0,66.1,5.0,2523.836231071228
2011,15466,1,1,3,22.5,998.0,67.04,5.0,3768.928771733034
2014,23000,1,1,3,17.3,1497.0,117.3,7.0,4767.246214245653
2012,43766,1,1,3,20.36,1197.0,78.9,5.0,4823.331463825014
2010,54000,1,0,3,0.0,3597.0,262.6,5.0,6730.229949523275
2018,18521,0,1,3,22.54,1396.0,88.73,5.0,10297.251822770611
2017,26400,1,1,3,23.1,998.0,67.04,5.0,5597.307908020191
2011,31900,1,1,3,13.4,1798.0,157.8,5.0,4206.393718452046
2010,39000,0,1,3,20.0,1399.0,68.0,5.0,2804.2624789680312
2016,45671,0,1,3,27.3,1498.0,98.6,5.0,8076.27593942793
2016,39500,0,0,3,15.0,2143.0,204.0,5.0,33090.29725182277
2015,54000,0,0,3,17.9,2143.0,136.0,5.0,19685.92260235558
2012,20000,0,0,3,18.5,1985.0,163.0,5.0,13460.45989904655
2009,55000,0,0,3,11.8,2967.0,246.7,5.0,15143.01738642737
2014,48000,0,0,3,22.32,1582.0,126.32,5.0,5720.695457094783
2011,70000,0,0,3,22.69,1995.0,190.0,5.0,11553.56141334829
2014,62000,0,1,3,22.32,1582.0,126.32,5.0,6393.718452047111
2014,41994,1,1,3,22.5,998.0,67.04,5.0,3825.0140213123946
2010,108882,0,1,2,20.0,1399.0,68.0,5.0,2692.09197980931
2017,24806,1,1,3,18.15,1198.0,82.0,6.0,6281.54795288839
2017,30000,0,0,3,18.49,1493.0,100.0,7.0,9197.980931015141
2015,51000,0,0,3,15.17,1968.0,181.0,5.0,30846.887268648345
2015,64876,1,1,3,21.5,1197.0,81.8,5.0,3925.967470555244
2017,25299,0,1,3,24.3,1248.0,88.5,5.0,11598.429613011776
2006,89869,0,1,3,12.7,2609.0,116.6,8.0,3645.541222658441
2007,103515,0,1,1,12.6,1991.0,112.0,7.0,5608.5249579360625
2008,68282,1,1,3,17.92,1086.0,62.1,5.0,2523.836231071228
2014,60033,0,0,3,18.18,2967.0,250.0,4.0,57790.241166573185
2018,51921,0,1,3,24.3,1248.0,88.5,5.0,9669.09702748177
2017,18414,0,1,3,23.4,1248.0,74.0,5.0,8132.361189007291
2016,40866,1,1,3,19.5,1199.0,86.76,5.0,6135.726303982053
2014,55001,0,0,3,16.36,2179.0,187.7,5.0,34772.85473920359
2017,20469,1,0,3,16.82,1998.0,189.08,4.0,40358.9455973079
2017,8500,1,1,3,21.1,814.0,55.2,5.0,3836.2310712282665
2008,45000,0,0,2,16.77,2967.0,241.38,5.0,12899.607403252943
2016,6000,1,1,3,17.19,1197.0,81.86,5.0,8132.361189007291
2018,11000,0,1,3,28.4,1248.0,74.0,5.0,8973.6399326977
2015,80064,0,1,3,22.7,1498.0,89.84,5.0,8222.097588334267
2016,29930,1,1,3,18.9,998.0,67.1,5.0,3757.711721817162
2013,49105,0,1,3,20.34,1498.0,103.2,5.0,4935.501962983735
2012,55000,1,1,3,17.6,1496.0,88.7,5.0,3353.8979248457654
2015,23000,1,1,3,18.7,1199.0,88.7,5.0,6281.54795288839
2016,54727,0,1,3,20.14,1498.0,88.73,5.0,7436.904094223219
2018,31426,0,1,3,21.66,1498.0,108.62,5.0,8861.46943353898
2015,53442,1,1,3,16.8,1497.0,116.3,5.0,7851.934941110488
2014,28000,1,0,3,16.5,1198.0,86.8,5.0,5552.439708356702
2017,13412,1,0,3,14.3,1598.0,103.52,5.0,10308.468872686482
2011,70000,0,1,3,16.8,1493.0,110.0,5.0,5720.695457094783
2015,81310,0,1,3,21.19,1396.0,88.76,5.0,6618.059450364553
2019,13574,1,0,3,21.4,1197.0,83.1,5.0,10667.41446999439
2008,75000,1,1,2,11.1,2354.0,158.8,5.0,4374.649467190129
2014,58310,1,1,2,19.1,1197.0,85.8,5.0,6045.989904655075
2009,90000,0,1,2,19.3,1248.0,73.9,5.0,3365.1149747616373
2012,83000,0,1,3,23.4,1248.0,74.0,5.0,4823.331463825014
2017,37282,1,1,3,20.85,1197.0,83.14,5.0,7571.508693213685
2017,23000,1,1,3,18.9,1197.0,82.0,5.0,5047.672462142456
2010,82000,0,1,3,17.8,1399.0,68.0,5.0,3084.6887268648343
2016,31000,0,1,3,23.9,1582.0,126.2,5.0,10095.344924284913
2014,45001,0,1,2,20.0,1399.0,68.05,5.0,2860.3477285473914
2014,50446,0,1,3,21.12,1248.0,88.8,5.0,3970.835670218732
2009,89000,1,1,3,13.5,1799.0,130.0,5.0,4767.246214245653
2007,72000,1,1,2,19.7,796.0,46.3,5.0,1346.045989904655
2013,90000,0,0,3,22.48,1995.0,190.0,5.0,21873.247335950644
2015,76000,0,1,2,16.0,2179.0,140.0,7.0,13460.45989904655
2012,78401,0,1,3,23.2,1248.0,73.94,5.0,4374.649467190129
2017,38426,0,1,3,24.3,1248.0,88.5,5.0,10241.16657319125
2011,45000,1,1,3,15.1,1196.0,73.0,7.0,2523.836231071228
2012,83000,1,1,3,17.5,1197.0,85.8,5.0,3645.541222658441
2017,50170,0,0,3,17.01,1582.0,126.2,5.0,16590.016825574872
2010,37822,1,1,3,22.5,998.0,67.04,5.0,2636.0067302299494
2015,33517,0,1,3,27.62,793.0,47.0,5.0,3477.2854739203585
2014,110000,0,0,3,13.01,2199.0,194.3,7.0,14469.994391475042
2017,60000,1,1,3,21.1,814.0,55.2,5.0,2804.2624789680312
2013,92408,1,1,3,18.5,1197.0,82.85,5.0,4094.2232192933257
2014,45000,1,1,3,17.1,1591.0,121.3,5.0,8412.787436904093
2013,33793,1,1,3,18.4,1198.0,86.8,5.0,4195.1766685361745
2017,26327,1,1,3,20.4,1197.0,81.8,5.0,6573.191250701065
2018,20604,0,0,3,19.27,2143.0,167.62,5.0,44441.95176668536
2018,61386,0,1,3,25.2,1248.0,74.0,5.0,7908.020190689848
2018,11500,0,0,3,28.4,1248.0,74.0,5.0,8412.787436904093
2012,58000,0,1,3,25.44,936.0,57.6,5.0,2355.5804823331464
2014,38000,1,0,3,13.7,1798.0,157.75,5.0,13011.777902411664
2012,49000,0,0,2,14.84,2143.0,167.62,5.0,21592.82108805384
2017,72202,0,1,3,13.68,2393.0,147.8,8.0,20100.95344924285
2016,7000,1,1,3,20.36,1197.0,78.9,5.0,4038.137969713965
2014,20000,0,1,2,25.8,1498.0,98.6,5.0,5047.672462142456
2017,14061,0,1,3,21.9,1396.0,88.76,5.0,8300.616937745372
2018,30706,0,0,3,11.57,2987.0,254.79,5.0,66505.88895120582
2011,51387,0,1,3,12.05,2179.0,120.0,7.0,6169.377453729669
2006,44000,1,1,2,15.3,1341.0,83.0,5.0,1962.983735277622
2016,12208,1,1,3,21.4,1197.0,83.1,5.0,7571.508693213685
2011,55000,0,1,3,16.52,1991.0,123.7,5.0,4430.73471676949
2011,61600,1,1,3,17.1,1591.0,121.3,5.0,4711.160964666293
2016,28414,1,1,3,17.0,1497.0,118.0,5.0,9422.321929332586
2017,27853,1,0,3,17.21,1197.0,103.5,5.0,9254.066180594504
2013,55116,1,1,3,19.4,1198.0,86.8,5.0,3712.8435221536733
2017,26000,0,1,3,26.59,1248.0,74.0,5.0,8412.787436904093
2012,45496,1,1,3,17.0,1497.0,118.0,5.0,5328.0987100392595
2013,76000,0,0,2,11.18,2696.0,184.0,7.0,9859.786876051596
2014,136000,1,1,3,13.1,1798.0,157.75,5.0,10656.197420078519
2009,100000,1,1,3,0.0,1086.0,62.1,5.0,1794.72798653954
2010,38127,1,1,3,19.7,796.0,46.3,5.0,1738.6427369601793
2014,82450,0,1,3,23.0,1396.0,90.0,5.0,6561.974200785193
2014,62497,1,1,3,15.8,1499.0,110.0,5.0,8435.221536735839
2011,86732,0,1,3,23.08,1461.0,63.1,5.0,4038.137969713965
2016,27969,1,1,3,19.4,1198.0,86.8,5.0,5305.664610207516
2013,66372,0,0,3,11.18,2696.0,184.0,7.0,11777.902411665731
2013,73525,0,0,3,16.46,2993.0,258.0,5.0,38743.69040942232
2018,20689,1,1,3,18.9,1197.0,81.86,5.0,6808.74929893438
2018,25093,1,1,3,21.4,1197.0,83.1,5.0,8704.430734716769
2016,49176,0,1,3,11.68,2498.0,112.0,8.0,8367.919237240605
2012,87510,0,1,3,21.8,1461.0,78.0,5.0,3914.7504206393714
2012,38214,1,1,2,18.5,1197.0,80.0,5.0,4542.905215928211
2013,48986,0,1,3,10.5,2835.0,107.2,6.0,13325.855300056084
2011,88000,1,0,3,14.53,1794.0,138.1,5.0,7234.997195737521
2015,69002,0,0,3,15.97,2993.0,258.0,5.0,56085.24957936062
2011,43706,1,0,3,10.9,2497.0,215.0,5.0,10095.344924284913
2016,58671,0,0,3,17.01,1582.0,126.2,5.0,15984.296130117778
2017,49404,0,1,3,18.49,1493.0,100.0,7.0,8255.748738081884
2010,72000,0,1,3,12.05,2179.0,120.0,8.0,4935.501962983735
2016,24000,1,1,3,25.17,799.0,53.3,5.0,3477.2854739203585
2017,53285,1,0,3,22.5,999.0,67.0,5.0,4800.897363993269
2017,12000,1,1,3,16.1,1197.0,85.0,5.0,6169.377453729669
2012,45000,0,0,3,17.0,1896.0,105.0,5.0,7840.717891194616
2018,26234,1,1,3,24.7,796.0,47.3,5.0,4812.114413909141
2014,55000,1,1,3,18.6,1197.0,85.8,5.0,4711.160964666293
2012,90000,0,1,3,23.0,1396.0,90.0,5.0,4610.207515423444
2015,48000,0,0,3,15.73,1968.0,174.33,5.0,21031.968592260233
2017,19863,0,0,3,11.57,2987.0,254.79,5.0,72854.73920358944
2010,55000,1,1,2,19.81,1086.0,68.05,5.0,1783.510936623668
2016,4800,1,1,3,20.51,998.0,67.04,5.0,4038.137969713965
2017,38607,1,1,2,17.8,1497.0,117.3,5.0,8827.818283791363
2018,3958,1,1,3,18.9,1197.0,81.86,5.0,6225.462703309029
2014,74000,0,1,2,25.1,1498.0,98.6,5.0,7178.91194615816
2009,54540,1,1,1,17.5,1298.0,85.8,5.0,2972.518227706113
2015,58400,1,1,3,17.5,1298.0,85.8,5.0,6169.377453729669
2013,73648,0,1,3,15.1,2179.0,140.0,7.0,8199.663488502523
2016,83000,0,1,3,28.09,1248.0,88.5,5.0,7964.105440269209
2016,16159,0,1,3,22.32,1582.0,126.32,5.0,8782.950084127873
2005,150000,0,1,3,13.1,1493.0,82.0,5.0,953.4492428491307
2014,22100,1,1,3,19.4,1198.0,86.8,5.0,3982.0527201346044
2017,35043,1,1,3,17.19,1197.0,81.86,5.0,9186.76388109927
2018,24000,0,0,3,18.88,1995.0,184.0,5.0,31407.73976444195
2011,70000,1,1,2,15.26,1598.0,103.5,5.0,3690.409422321929
2015,13769,1,1,2,16.1,1197.0,85.0,5.0,4946.719012899607
2013,58000,0,1,3,19.01,1461.0,108.45,5.0,5597.307908020191
2009,58000,0,0,3,18.56,1995.0,190.0,5.0,20168.25574873808
2018,18705,0,1,3,20.5,1248.0,91.72,5.0,8648.345485137408
2013,32378,1,1,3,20.51,998.0,67.04,5.0,3140.773976444195
2013,45000,0,1,3,22.1,1248.0,76.9,5.0,3365.1149747616373
2015,36836,0,1,3,15.1,2179.0,140.0,7.0,14010.095344924284
2016,54199,0,1,3,23.0,1248.0,88.8,5.0,5608.5249579360625
2017,36935,0,0,3,18.56,1995.0,190.0,5.0,36612.450925406614
2015,23000,0,1,3,25.2,1248.0,74.0,5.0,7291.082445316882
2015,14000,0,0,3,18.12,1995.0,190.0,5.0,39259.67470555244
2015,100073,0,1,2,25.0,1396.0,69.01,5.0,2243.409983174425
2015,59182,0,1,3,15.1,2179.0,140.0,7.0,10611.329220415031
2016,72132,0,0,2,12.07,2967.0,241.4,7.0,43746.49467190129
2009,79000,0,0,3,18.48,1995.0,177.0,5.0,16825.574873808186
2013,66930,1,1,3,17.1,1591.0,121.3,5.0,6898.485698261356
2015,100000,0,0,2,13.01,2199.0,194.3,7.0,16264.722378014581
2012,43000,1,1,3,0.0,1086.0,62.1,5.0,3645.541222658441
2018,27413,1,0,3,20.51,998.0,67.0,5.0,5810.431856421761
2007,90000,1,1,2,17.3,1061.0,64.0,5.0,1390.9141895681435
2013,40300,1,1,3,18.5,1197.0,82.85,5.0,3140.773976444195
2011,73783,1,0,2,13.7,1798.0,157.75,5.0,5866.517106001122
2005,86000,1,1,2,15.3,1341.0,83.0,5.0,504.76724621424563
2014,65694,1,1,3,18.9,998.0,67.1,5.0,3645.541222658441
2015,23000,1,1,3,16.8,796.0,34.2,5.0,1682.5574873808187
2012,51000,1,1,3,20.36,1197.0,78.9,5.0,3196.8592260235555
2018,18335,1,1,3,21.7,999.0,67.0,5.0,5047.672462142456
2014,36000,0,0,3,15.0,2147.0,107.3,5.0,18227.706113292203
2017,25000,1,0,3,17.21,1197.0,103.5,5.0,8693.213684800898
2007,81000,0,1,1,12.05,2179.0,120.0,8.0,4879.416713404374
2019,21719,0,0,3,12.9,2755.0,174.5,7.0,37162.08637128436
2013,75421,0,1,3,25.44,936.0,56.3,5.0,4071.7891194615813
2010,80000,0,1,3,12.8,2494.0,102.0,8.0,5328.0987100392595
2018,10671,1,1,3,20.85,1197.0,83.14,5.0,7302.2994952327535
2018,4126,1,1,3,21.7,999.0,67.0,5.0,5384.18395961862
2017,98500,0,1,3,22.95,1248.0,74.0,5.0,6730.229949523275
2016,61578,1,1,3,18.9,1197.0,82.0,5.0,7178.91194615816
2014,54000,0,1,3,20.34,1498.0,103.2,5.0,5496.354458777342
2013,70998,0,0,3,17.68,1968.0,174.33,5.0,23073.47167694896
2015,40082,0,1,3,19.3,1248.0,73.9,5.0,5339.315759955131
2012,50619,1,1,3,18.0,995.0,62.0,5.0,2243.409983174425
2009,103905,0,0,3,22.69,1995.0,190.0,5.0,11127.313516545148
2018,15334,1,1,3,21.1,814.0,55.2,5.0,4139.091418956814
2013,69000,0,1,3,23.4,1248.0,74.0,5.0,6449.803701626472
2014,75160,0,1,3,20.14,1498.0,88.5,5.0,6393.718452047111
2014,44753,1,1,3,18.0,1198.0,86.7,5.0,5541.22265844083
2012,53024,1,0,3,14.4,1598.0,103.6,5.0,4812.114413909141
2014,23840,1,1,3,20.51,998.0,67.04,5.0,3365.1149747616373
2014,81298,0,1,3,20.14,1498.0,88.8,5.0,7291.082445316882
2015,59000,1,1,2,16.47,1198.0,73.9,5.0,5496.354458777342
2016,51806,0,1,3,25.8,1498.0,98.6,5.0,6057.206954570947
2014,56000,0,0,3,18.53,1968.0,187.74,5.0,26920.9197980931
2019,29279,0,1,3,24.7,1047.0,69.0,5.0,8367.919237240605
2017,33550,0,0,3,21.5,1498.0,108.5,5.0,10768.36791923724
2014,62000,0,0,3,18.53,1968.0,187.74,5.0,28042.62478968031
2014,66000,0,1,3,19.01,1461.0,108.5,5.0,7627.593942793045
2016,46630,0,0,3,21.66,1498.0,103.52,5.0,9635.445877734155
2016,72566,0,1,3,25.83,1498.0,99.0,5.0,5933.819405496354
2011,51482,0,1,3,15.42,1405.0,70.0,8.0,2804.2624789680312
2011,90000,0,0,3,14.84,2143.0,167.62,5.0,15591.699383062254
2014,69000,0,1,2,13.0,2982.0,168.5,7.0,22434.09983174425
2011,90000,1,1,2,17.0,1497.0,118.0,5.0,3813.7969713965226
2015,39000,1,1,3,18.6,1197.0,81.83,5.0,6169.377453729669
2012,110000,0,1,2,20.54,1598.0,103.6,5.0,4094.2232192933257
2011,68022,0,1,3,13.1,2499.0,141.0,7.0,6573.191250701065
2018,27852,1,0,3,14.8,1497.0,121.36,5.0,11710.600112170498
2011,68439,0,1,3,23.0,1396.0,90.0,5.0,3780.145821648906
2011,150000,0,1,3,12.99,2494.0,100.6,8.0,7795.849691531127
2018,14000,0,1,3,21.5,1497.0,108.5,5.0,11104.879416713404
2012,71558,0,1,3,20.0,1399.0,68.05,5.0,3701.6264722378014
2013,48000,0,0,2,17.85,2967.0,300.0,4.0,56646.10207515423
2015,65800,0,0,3,17.01,1582.0,126.2,5.0,14021.312394840155
2014,53000,0,0,3,16.55,1968.0,140.0,5.0,22994.952327537856
2017,14600,0,1,3,16.0,2179.0,140.0,7.0,16264.722378014581
2017,34429,0,0,3,13.8,2999.0,174.57,7.0,22434.09983174425
2014,52000,0,1,3,23.4,1248.0,74.0,5.0,5888.9512058328655
2015,25470,1,1,3,20.73,1373.0,91.1,5.0,6618.059450364553
2013,22000,1,1,3,21.1,814.0,55.2,5.0,2916.4329781267525
2007,75000,0,0,3,11.0,2987.0,198.5,5.0,12338.754907459337
2011,95995,0,0,3,18.48,1995.0,177.0,5.0,17386.427369601795
2017,26877,0,1,3,24.0,1186.0,73.97,5.0,6449.803701626472
2015,26000,0,0,3,14.47,2993.0,301.73,5.0,84127.87436904093
2007,140000,0,1,2,17.8,1248.0,75.0,5.0,2243.409983174425
2008,95291,1,1,3,17.92,1086.0,62.1,5.0,2579.9214806505884
2009,135000,0,1,2,12.8,2494.0,102.0,8.0,9197.980931015141
2015,32000,1,1,3,18.6,1197.0,81.83,5.0,5384.18395961862
2008,68333,0,0,2,11.0,2987.0,198.5,5.0,9534.492428491307
2011,72000,0,1,3,20.0,1399.0,68.0,5.0,3252.944475602916
2012,52100,0,1,3,21.43,1364.0,86.79,5.0,7291.082445316882
2018,10000,1,1,3,18.9,1197.0,81.86,5.0,6561.974200785193
2019,6261,0,1,3,16.3,1956.0,170.0,5.0,26819.966348850252
2019,3906,1,0,3,20.89,1197.0,81.8,5.0,8255.748738081884
2014,55960,0,1,3,11.5,2982.0,171.0,7.0,19349.411104879415
2013,144000,0,1,3,20.54,1598.0,103.6,5.0,7851.934941110488
2017,38000,0,1,3,13.68,2393.0,147.8,7.0,19798.0931015143
2013,51000,0,1,3,20.0,1399.0,68.1,5.0,2804.2624789680312
2015,150000,0,1,3,23.59,1364.0,67.05,5.0,6730.229949523275
2018,2500,0,1,3,18.06,2523.0,63.0,7.0,9254.066180594504
2018,41661,0,0,3,12.7,2179.0,187.7,5.0,50286.034772854735
2011,64000,0,0,3,16.07,1995.0,181.0,5.0,11777.902411665731
2008,80000,1,1,2,13.2,1495.0,94.0,5.0,2131.2394840157035
2016,30000,1,0,2,23.1,998.0,67.04,5.0,4767.246214245653
2014,43000,0,0,2,16.36,2179.0,187.7,5.0,29725.182277061132
2013,90000,0,0,2,12.4,2698.0,179.5,5.0,25238.36231071228
2011,123880,0,1,3,23.08,1461.0,63.1,5.0,3701.6264722378014
2015,42000,1,1,2,18.0,1198.0,86.7,5.0,4823.331463825014
2012,79824,0,1,3,19.87,1461.0,83.8,5.0,5888.9512058328655
2015,75000,0,1,3,12.99,2494.0,100.6,8.0,13180.033651149746
2014,72411,1,1,3,18.0,1198.0,86.7,5.0,4767.246214245653
2012,63000,0,0,3,14.94,2143.0,204.0,5.0,15950.644980370162
2015,53713,1,1,3,17.71,1197.0,78.9,5.0,4711.160964666293
2017,18000,0,0,3,11.36,2755.0,171.5,8.0,20471.116096466627
2013,51000,0,1,3,15.8,2148.0,170.0,5.0,20751.54234436343
2008,86700,1,1,2,16.1,1298.0,88.2,5.0,2692.09197980931
2016,29000,0,1,3,27.39,1248.0,74.0,5.0,7291.082445316882
2015,33000,1,0,3,23.1,998.0,67.04,5.0,4475.6029164329775
2014,64394,0,1,3,22.7,1498.0,89.84,5.0,6113.292204150308
2010,76000,0,1,3,18.8,1248.0,90.0,5.0,3028.6034772854737
2016,48719,0,1,3,27.3,1498.0,98.6,5.0,7010.656197420078
2016,59711,0,1,3,15.1,2179.0,140.0,7.0,14896.242288278181
2012,83000,0,1,3,23.08,1461.0,63.1,5.0,4150.308468872686
2018,10714,0,0,3,19.27,2143.0,167.62,5.0,44318.564217610765
2010,127510,0,1,2,19.0,1248.0,90.0,5.0,1570.3869882220974
2014,35010,0,1,3,22.9,1248.0,74.0,5.0,3925.967470555244
2012,75451,1,1,3,17.5,1197.0,85.8,5.0,4240.044868199663
2015,83000,0,1,3,19.09,1405.0,69.01,5.0,3028.6034772854737
2013,38755,0,1,3,25.8,1498.0,98.6,5.0,3589.45597307908
2016,30000,1,1,3,20.4,1197.0,81.8,5.0,5608.5249579360625
2012,40000,0,1,3,20.77,1248.0,88.8,7.0,7851.934941110488
2014,19500,1,1,2,18.9,1197.0,82.0,5.0,3196.8592260235555
2016,41000,1,1,3,19.69,1198.0,67.04,5.0,4767.246214245653
2014,30000,1,1,2,18.9,1197.0,82.0,5.0,5496.354458777342
2017,37000,0,1,3,17.1,1956.0,170.0,5.0,18956.81435782389
2014,62000,0,1,2,22.07,1199.0,73.9,5.0,4767.246214245653
2015,42023,1,0,3,15.5,1198.0,86.7,5.0,4868.199663488503
2012,51001,0,0,3,16.09,1995.0,184.0,5.0,19068.984856982614
2017,55389,0,0,3,18.88,1995.0,184.0,5.0,31912.507010656194
2014,46728,1,0,3,15.6,1497.0,116.3,5.0,6898.485698261356
2014,58995,0,1,3,12.83,2696.0,162.0,7.0,10375.771172181716
2015,37857,0,1,3,26.59,1248.0,74.0,5.0,5440.26920919798
2014,71000,0,1,3,25.2,1248.0,74.0,5.0,5384.18395961862
2012,49024,1,1,3,18.4,1198.0,86.8,5.0,2579.9214806505884
2016,10770,1,1,3,18.9,1197.0,82.0,5.0,5328.0987100392595
2017,72000,0,1,3,22.95,1248.0,74.0,5.0,5608.5249579360625
2015,91000,1,1,3,21.1,814.0,55.2,5.0,2804.2624789680312
2017,14000,1,1,3,18.6,1197.0,81.83,5.0,6674.144699943914
2014,48000,0,0,2,9.0,1984.0,181.0,5.0,17947.2798653954
2014,75136,0,1,3,22.7,1498.0,89.84,5.0,6898.485698261356
2014,32500,1,1,2,21.1,1197.0,85.8,5.0,4542.905215928211
2010,94500,0,1,2,21.9,1396.0,90.0,5.0,3477.2854739203585
2013,34900,1,1,3,22.0,1197.0,81.8,5.0,6158.160403813797
2010,42400,1,0,1,8.0,4806.0,394.3,4.0,48132.361189007286
2015,50000,0,1,3,17.8,1248.0,75.0,5.0,6393.718452047111
2014,35000,1,1,3,19.4,1198.0,86.8,5.0,3196.8592260235555
2012,37000,1,1,2,18.6,1199.0,79.4,5.0,2636.0067302299494
2018,32807,1,0,3,13.0,1591.0,121.3,5.0,16556.365675827255
2008,119000,1,1,2,17.7,1497.0,78.0,5.0,2523.836231071228
2016,12000,1,1,3,18.5,1197.0,85.8,5.0,4094.2232192933257
2016,46727,0,1,3,22.77,1498.0,98.59,5.0,8132.361189007291
2010,73336,0,0,3,13.2,1995.0,170.0,5.0,11991.0263600673
2014,9000,1,1,2,17.01,1591.0,121.3,5.0,6169.377453729669
2014,25422,1,1,3,22.5,998.0,67.04,5.0,3645.541222658441
2018,14000,0,1,3,25.47,1248.0,88.5,7.0,10375.771172181716
2008,66000,1,1,3,19.7,796.0,46.3,5.0,1906.8984856982613
2010,55324,1,1,3,19.0,998.0,66.1,5.0,3219.2933258553
2009,90000,0,0,3,11.0,2993.0,235.0,5.0,19910.26360067302
2017,43000,1,1,3,18.15,1198.0,82.0,5.0,5047.672462142456
2008,58483,1,0,2,19.2,1197.0,80.0,5.0,3309.0297251822767
2007,93000,1,0,2,12.9,1799.0,130.0,5.0,2916.4329781267525
2010,50000,1,1,3,20.36,1197.0,78.9,5.0,3365.1149747616373
2014,78616,0,0,2,14.84,2143.0,170.0,5.0,17386.427369601795
2011,37000,1,1,3,17.6,1496.0,88.73,5.0,3140.773976444195
2010,54801,1,1,3,17.0,1497.0,118.0,5.0,2804.2624789680312
2014,29000,0,1,3,23.4,1248.0,74.0,5.0,6449.803701626472
2010,68000,1,1,3,22.0,1197.0,81.8,5.0,3140.773976444195
2014,58000,1,1,3,17.01,1591.0,121.3,5.0,5148.625911385306
2012,64290,0,1,3,23.2,1248.0,73.94,5.0,4094.2232192933257
2015,31000,0,1,3,13.0,2982.0,168.5,7.0,22265.84408300617
